,roi_norm_x_center,roi_norm_y_center,roi_cyl_x_size,roi_cyl_y_size,roi_cyl_z_size,implant_x_size,implant_y_size
0,12.51272554546551,26.697761786906646,15.767240895784916,15.1145858394085,8.048760668995559,25.0,44.5
1,14.206455301154502,28.2030036253635,16.471345363958584,15.193521151041088,7.673740260405868,26.5,47.5
2,16.281590181072158,30.43813582778247,17.75953849051727,15.25843874930116,7.500538387343844,27.5,51.0
3,17.278587576046377,30.802941421127958,17.606624251047183,15.347293755249037,6.898095532338341,29.5,53.0
4,19.66904969245014,33.448619504696175,19.167747426864604,15.416309372566337,6.750497570164463,30.5,57.0
5,19.969314726709587,32.67298885293029,18.157814479750773,15.515084072829502,5.920632268743148,33.0,58.0
